artist_reputation_score,artwork_age_years,medium_type_index,exhibition_count,auction_price_lakhs
4.370861069626263,37.84145283888531,4,11,137.39087832533494
9.556428757689245,108.83828852829328,3,5,235.6707298181909
7.587945476302646,174.71622133940525,4,8,239.22996175025315
6.387926357773329,146.71275239550266,2,15,206.55231144245295
2.4041677639819286,161.5056684244285,2,3,136.5501625492648
2.403950683025824,132.09788997543276,1,2,104.02035443063835
1.5227525095137953,138.76303633905263,5,15,151.56161432123557
8.795585311974417,169.98993466149855,4,11,232.66088443685845
6.41003510568888,50.683933762978,1,10,146.92181591896633
7.372653200164409,98.39556776498496,5,4,206.23434308597996
1.185260448662222,45.02067892210084,4,17,95.2323319802734
9.72918866945795,197.54593359133275,3,18,312.9856242178455
8.491983767203795,188.86780859763604,4,5,249.17620692838892
2.9110519961044856,8.845935462332674,2,17,102.11525680261191
2.636424704863906,141.409459330622,2,5,121.46839950153594
2.650640588680904,185.1244151657175,3,3,162.9413826086261
3.7381801866358395,36.93449368033937,1,11,103.86589872198545
5.72280788469014,114.02110087997326,5,18,201.65516375191143
4.887505167779041,183.18217122002034,4,1,161.1648419760516
3.6210622617823773,7.755249738573969,2,16,97.64979103796715
6.506676052501415,139.78663318212114,1,10,194.62798757137992
2.2554447458683766,60.1724524671376,3,10,107.20499177379364
3.629301836816963,184.95484287992954,2,20,212.5264469832099
4.297256589643226,194.2405907879082,3,15,226.92947125226158
5.104629857953324,188.90903133357335,4,1,205.48663696731634
8.066583652537123,95.36862911483529,5,1,190.06216609243253
2.7970640394252375,172.54648754687338,2,7,149.18116346963785
5.628109945722504,169.06533030847902,2,12,210.3434690505139
6.331731119758382,64.50099417540787,4,9,170.42260848255768
1.4180537144799796,165.9541793559848,1,7,139.5313549891057
6.467903667112945,8.36451930838303,5,3,156.99470884798478
2.5347171131856236,119.65770581792856,2,14,158.52141155773086
1.5854643368675156,46.7717586202529,5,0,87.10722636112263
9.539969835279999,24.992810269678483,2,10,190.8749791534682
9.690688297671034,16.31368712421262,5,6,204.01041865663024
8.275576133048151,139.5614663997498,3,16,257.52878533288117
3.741523922560336,68.63511778984517,2,19,136.96741376077745
1.8790490260574548,145.22858753422352,5,17,154.473419432886
7.158097238609412,14.005911818989532,1,11,133.7002044879192
4.961372443656412,63.74277722829146,3,8,128.52812793453887
2.0983441136030097,108.3587671826921,3,4,94.83459206945929
5.456592191001432,158.35390980295375,1,9,186.52485485767562
1.3094966900369656,64.43174808348192,5,3,72.86079638141413
9.18388361870904,125.5523839109648,4,4,220.69922439476417
